,token_ignored,word
1309,▁mayor,Mayo
1310,▁Mayor,Mayo
1311,▁mayoría,Mayo
1312,▁Junior,Junio
1313,▁junior,Junio
1314,▁algunos,Uno
1315,▁Bruno,Uno
1316,▁entre,Tre
1317,Stream,Tre
1318,▁stream,Tre
1319,▁tree,Tre
1320,stream,Tre
1321,être,Tre
1322,atre,Tre
1323,▁Street,Tre
1324,▁treat,Tre
1325,▁être,Tre
1326,tree,Tre
1327,▁centre,Tre
1328,▁contre,Tre
1329,▁strength,Tre
1330,▁extrem,Tre
1331,Tree,Tre
1332,▁trees,Tre
1333,▁autres,Tre
1334,▁Centre,Tre
1335,▁mentre,Tre
1336,▁Stre,Tre
1337,▁street,Tre
1338,▁stre,Tre
1339,stre,Tre
1340,▁titre,Tre
1341,ître,Tre
1342,▁Stream,Tre
1343,InputStream,Tre
1344,entre,Tre
1345,▁extremely,Tre
1346,ètres,Tre
1347,âtre,Tre
1348,▁Entre,Tre
1349,▁treatment,Tre
1350,autres,Tre
1351,▁trem,Tre
1352,▁autre,Tre
1353,▁treated,Tre
1354,▁Tree,Tre
1355,▁Theatre,Tre
1356,estre,Tre
1357,▁stretch,Tre
1358,OutputStream,Tre
1359,▁altre,Tre
1360,▁metres,Tre
1361,ostream,Tre
1362,autre,Tre
1363,ltre,Tre
1364,▁extreme,Tre
1365,▁streets,Tre
1366,oltre,Tre
1367,▁tren,Tre
1368,▁streams,Tre
1369,▁actress,Tre
1370,▁ministre,Tre
1371,▁oltre,Tre
1372,contre,Tre
1373,▁retre,Tre
1374,▁mètres,Tre
1375,istre,Tre
1376,▁stress,Tre
1377,▁entrepr,Tre
1378,iostream,Tre
1379,▁kilometres,Tre
1380,▁notre,Tre
1381,▁Notre,Tre
1382,▁theatre,Tre
1383,▁estre,Tre
1384,▁altres,Tre
1385,▁streaming,Tre
1386,▁théâtre,Tre
1387,▁rencontre,Tre
1388,▁Montreal,Tre
1389,▁votre,Tre
1390,▁inoltre,Tre
1391,Autres,Tre
1392,trees,Tre
1393,▁treball,Tre
1394,street,Tre
1395,▁betre,Tre
1396,▁sein,Sei
1397,▁seiner,Sei
1398,▁seine,Sei
1399,▁seit,Sei
1400,▁seinem,Sei
1401,▁seinen,Sei
1402,seite,Sei
1403,▁Seit,Sei
1404,▁Seite,Sei
1405,▁Seine,Sei
1406,▁seines,Sei
1407,▁Sein,Sei
1408,ungsseite,Sei
1409,▁Seiten,Sei
1410,sein,Sei
1411,▁seized,Sei
1412,▁seizo,Sei
1413,parseInt,Sei
1414,▁Conseil,Sei
1415,▁conseil,Sei
1416,▁seizoen,Sei
1417,setText,Sette
1418,Setter,Sette
1419,ottom,Otto
1420,▁bottom,Otto
1421,bottom,Otto
1422,Bottom,Otto
1423,▁sotto,Otto
1424,▁novel,Nove
1425,▁Hannover,Nove
1426,vention,Venti
1427,▁convention,Venti
1428,▁Convention,Venti
1429,▁conventional,Venti
1430,▁famille,Mille
1431,▁Miller,Mille
1432,▁millimeter,milli
1433,▁maggior,Maggio
1434,▁maggiore,Maggio
1435,▁Eins,Eins
1436,▁gemeins,Eins
1437,▁Einsatz,Eins
1438,▁Gemeins,Eins
1439,▁Gemeinsame,Eins
1440,▁zweiten,Zwei
1441,▁Zweiten,Zwei
1442,▁zweite,Zwei
1443,avier,Vier
1444,▁sechs,Sechs
1445,racht,Acht
1446,lacht,Acht
1447,▁geslacht,Acht
1448,▁achter,Acht
1449,gebracht,Acht
1450,macht,Acht
1451,self,Elf
1452,▁self,Elf
1453,▁itself,Elf
1454,▁himself,Elf
1455,▁myself,Elf
1456,▁yourself,Elf
1457,▁herself,Elf
1458,▁Self,Elf
1459,▁zelf,Elf
1460,Self,Elf
1461,▁Jahrhundert,Hundert
1462,▁Jahrhunderts,Hundert
1463,▁januari,Januar
1464,▁februari,Februar
1465,▁main,Mai
1466,mail,Mai
1467,main,Mai
1468,▁remain,Mai
1469,▁Main,Mai
1470,▁email,Mai
1471,email,Mai
1472,▁domain,Mai
1473,Main,Mai
1474,domain,Mai
1475,▁maintain,Mai
1476,▁remains,Mai
1477,▁remained,Mai
1478,Email,Mai
1479,▁remaining,Mai
1480,▁mail,Mai
1481,▁mainly,Mai
1482,Mail,Mai
1483,Domain,Mai
1484,▁mainten,Mai
1485,▁maior,Mai
1486,▁maison,Mai
1487,▁jamais,Mai
1488,▁Mail,Mai
1489,▁maintained,Mai
1490,▁remainder,Mai
1491,▁domains,Mai
1492,gmail,Mai
1493,▁Email,Mai
1494,MainActivity,Mai
1495,▁emails,Mai
1496,▁maintenance,Mai
1497,▁Maine,Mai
1498,▁Domain,Mai
1499,▁MainActivity,Mai
1500,MAIN,Mai
1501,▁Junior,Juni
1502,junit,Juni
1503,▁junior,Juni
1504,▁Julia,Juli
1505,▁Julius,Juli
1506,▁Julian,Juli
1507,▁augusti,August
1508,ument,Um
1509,▁num,Um
1510,umn,Um
1511,▁number,Um
1512,▁document,Um
1513,▁column,Um
1514,num,Um
1515,ium,Um
1516,ume,Um
1517,sum,Um
1518,bum,Um
1519,▁sum,Um
1520,umber,Um
1521,▁argument,Um
1522,▁hum,Um
1523,document,Um
1524,▁zum,Um
1525,ump,Um
1526,▁uma,Um
1527,▁numbers,Um
1528,▁album,Um
1529,umb,Um
1530,▁assum,Um
1531,▁columns,Um
1532,Column,Um
1533,ocument,Um
1534,number,Um
1535,Number,Um
1536,umer,Um
1537,▁numer,Um
1538,column,Um
1539,useum,Um
1540,▁documentation,Um
1541,▁human,Um
1542,▁assume,Um
1543,rum,Um
1544,Document,Um
1545,▁arguments,Um
1546,▁Museum,Um
1547,▁Sum,Um
1548,▁maximum,Um
1549,summary,Um
1550,uman,Um
1551,▁volume,Um
1552,Num,Um
1553,numer,Um
1554,▁minimum,Um
1555,uments,Um
1556,umes,Um
1557,▁Number,Um
1558,umin,Um
1559,uming,Um
1560,▁circum,Um
1561,▁Album,Um
1562,▁assuming,Um
1563,album,Um
1564,▁documents,Um
1565,▁Document,Um
1566,uma,Um
1567,Sum,Um
1568,▁consum,Um
1569,umerate,Um
1570,▁instrument,Um
1571,▁circumst,Um
1572,ummy,Um
1573,▁summer,Um
1574,▁assumption,Um
1575,▁Num,Um
1576,▁Columb,Um
1577,▁assumed,Um
1578,▁quantum,Um
1579,▁Column,Um
1580,▁jump,Um
1581,imum,Um
1582,▁numpy,Um
1583,documentation,Um
1584,▁numerous,Um
1585,▁Human,Um
1586,columns,Um
1587,▁cum,Um
1588,▁Summer,Um
1589,elenium,Um
1590,▁álbum,Um
1591,nonumber,Um
1592,▁monument,Um
1593,▁Hum,Um
1594,NUM,Um
1595,numerable,Um
1596,▁enum,Um
1597,umen,Um
1598,▁circumstances,Um
1599,Columns,Um
1600,multicolumn,Um
1601,dump,Um
1602,enumerate,Um
1603,▁Columbia,Um
1604,rument,Um
1605,umi,Um
1606,umble,Um
1607,psum,Um
1608,Argument,Um
1609,▁summary,Um
1610,▁assumes,Um
1611,hum,Um
1612,rium,Um
1613,▁numerical,Um
1614,▁rum,Um
1615,▁dump,Um
1616,Enum,Um
1617,▁Volume,Um
1618,▁numeric,Um
1619,▁Assuming,Um
1620,umps,Um
1621,▁Stadium,Um
1622,orum,Um
1623,umbn,Um
1624,▁numero,Um
1625,▁volumes,Um
1626,▁spectrum,Um
1627,documentclass,Um
1628,▁medium,Um
1629,▁accum,Um
1630,enum,Um
1631,▁selenium,Um
1632,▁museum,Um
1633,▁summar,Um
1634,umph,Um
1635,▁aument,Um
1636,▁momentum,Um
1637,raum,Um
1638,▁lum,Um
1639,yaume,Um
1640,Documents,Um
1641,▁dummy,Um
1642,numbers,Um
1643,▁albums,Um
1644,▁assumptions,Um
1645,▁Rum,Um
1646,atum,Um
1647,▁Dum,Um
1648,umbnail,Um
1649,iums,Um
1650,umed,Um
1651,numeric,Um
1652,▁tum,Um
1653,▁consumer,Um
1654,átum,Um
1655,▁enumer,Um
1656,umann,Um
1657,▁monuments,Um
1658,▁Assume,Um
1659,▁SUM,Um
1660,▁summ,Um
1661,arium,Um
1662,▁Argument,Um
1663,NUMBER,Um
1664,▁dátum,Um
1665,forum,Um
1666,▁ipsum,Um
1667,argument,Um
1668,▁documented,Um
1669,▁Monument,Um
1670,▁IEnumerable,Um
1671,▁instruments,Um
1672,▁dátummal,Um
1673,numpy,Um
1674,umm,Um
1675,enium,Um
1676,▁drum,Um
1677,▁triumph,Um
1678,▁forum,Um
1679,umar,Um
1680,volume,Um
1681,Volume,Um
1682,▁Raum,Um
1683,umably,Um
1684,SUM,Um
1685,umeric,Um
1686,▁Zum,Um
1687,illaume,Um
1688,aum,Um
1689,museum,Um
1690,umbled,Um
1691,▁sums,Um
1692,▁humans,Um
1693,arguments,Um
1694,▁Albums,Um
1695,consum,Um
1696,human,Um
1697,Summary,Um
1698,▁equilibrium,Um
1699,Arguments,Um
1700,▁enumerate,Um
1701,uminate,Um
1702,selenium,Um
1703,ymnasium,Um
1704,▁consumption,Um
1705,▁humor,Um
1706,▁Trump,Um
1707,▁dokument,Um
1708,medium,Um
1709,zeum,Um
1710,▁NUM,Um
1711,umption,Um
1712,▁Guillaume,Um
1713,▁Dokument,Um
1714,▁thumb,Um
1715,▁drums,Um
1716,UMN,Um
1717,▁consume,Um
1718,icum,Um
1719,▁Forum,Um
1720,Numbers,Um
1721,baum,Um
1722,endum,Um
1723,neum,Um
1724,▁dois,Dois
1725,▁três,Três
1726,subseteq,Sete
1727,▁novel,Nove
1728,▁Hannover,Nove
1729,▁deze,Dez
1730,ández,Dez
1731,▁Deze,Dez
1732,▁Fernández,Dez
1733,▁bronze,Onze
1734,amil,Mil
1735,▁famil,Mil
1736,▁similar,Mil
1737,▁mill,Mil
1738,▁family,Mil
1739,▁milit,Mil
1740,▁Famil,Mil
1741,▁familjen,Mil
1742,▁miles,Mil
1743,famil,Mil
1744,▁Mill,Mil
1745,▁familie,Mil
1746,▁military,Mil
1747,▁familiar,Mil
1748,amilton,Mil
1749,▁famille,Mil
1750,▁Milit,Mil
1751,family,Mil
1752,▁Hamilton,Mil
1753,▁families,Mil
1754,▁familia,Mil
1755,▁Similar,Mil
1756,▁Family,Mil
1757,▁Familie,Mil
1758,▁militar,Mil
1759,▁Milano,Mil
1760,▁Miller,Mil
1761,▁smile,Mil
1762,▁mile,Mil
1763,Mill,Mil
1764,▁Familien,Mil
1765,mill,Mil
1766,▁Military,Mil
1767,▁Similarly,Mil
1768,▁militaire,Mil
1769,▁Milan,Mil
1770,Famil,Mil
1771,▁milieu,Mil
1772,▁similarly,Mil
1773,▁smiled,Mil
1774,▁Emil,Mil
1775,▁Militär,Mil
1776,▁millimeter,Mil
1777,▁Camil,Mil
1778,▁millones,Mil
1779,mile,Mil
1780,Family,Mil
1781,▁milk,Mil
1782,▁Hamiltonian,Mil
1783,▁militare,Mil
1784,▁similarity,Mil
1785,similar,Mil
1786,▁maior,Maio
1787,▁squadra,quadr
1788,▁quadratic,quadr
1789,▁Squadron,quadr
1790,▁Janu,Jan
1791,jango,Jan
1792,▁django,Jan
1793,▁janu,Jan
1794,▁Jane,Jan
1795,django,Jan
1796,▁januari,Jan
1797,▁Django,Jan
1798,▁január,Jan
1799,▁Febru,Feb
1800,▁febru,Feb
1801,▁februari,Feb
1802,▁február,Feb
1803,▁mark,Mar
1804,mark,Mar
1805,▁Mart,Mar
1806,▁Mark,Mar
1807,mary,Mar
1808,▁margin,Mar
1809,▁Mary,Mar
1810,▁Maria,Mar
1811,▁Martin,Mar
1812,summary,Mar
1813,▁married,Mar
1814,▁remark,Mar
1815,amar,Mar
1816,margin,Mar
1817,Mark,Mar
1818,▁Marie,Mar
1819,▁market,Mar
1820,▁marked,Mar
1821,▁Marg,Mar
1822,▁Marsh,Mar
1823,▁María,Mar
1824,▁marriage,Mar
1825,▁mart,Mar
1826,▁Marc,Mar
1827,▁smart,Mar
1828,▁mari,Mar
1829,▁marg,Mar
1830,▁summary,Mar
1831,Mart,Mar
1832,▁Marine,Mar
1833,▁Mario,Mar
1834,markt,Mar
1835,chmark,Mar
1836,▁Marcel,Mar
1837,▁marca,Mar
1838,▁marker,Mar
1839,▁marks,Mar
1840,amarin,Mar
1841,▁Margaret,Mar
1842,▁Palmar,Mar
1843,▁summar,Mar
1844,▁Marco,Mar
1845,▁mare,Mar
1846,▁primarily,Mar
1847,imar,Mar
1848,▁marry,Mar
1849,▁Mare,Mar
1850,▁Palmarès,Mar
1851,▁Maryland,Mar
1852,▁remarkable,Mar
1853,Martin,Mar
1854,marks,Mar
1855,marker,Mar
1856,▁Marshall,Mar
1857,▁benchmark,Mar
1858,Marie,Mar
1859,▁marine,Mar
1860,emark,Mar
1861,▁Marian,Mar
1862,IMARY,Mar
1863,umar,Mar
1864,marine,Mar
1865,Marker,Mar
1866,▁Transfermarkt,Mar
1867,▁markup,Mar
1868,▁remarked,Mar
1869,▁marc,Mar
1870,▁grammar,Mar
1871,▁Martí,Mar
1872,▁Marvel,Mar
1873,▁marqu,Mar
1874,Summary,Mar
1875,remark,Mar
1876,▁Mari,Mar
1877,▁Marina,Mar
1878,▁Marcus,Mar
1879,▁Martín,Mar
1880,mart,Mar
1881,market,Mar
1882,▁Marx,Mar
1883,▁Market,Mar
1884,▁markers,Mar
1885,▁remarks,Mar
1886,▁marque,Mar
1887,▁Martínez,Mar
1888,▁Marse,Mar
1889,▁après,Apr
1890,▁apro,Apr
1891,▁Après,Apr
1892,après,Apr
1893,▁aproxim,Apr
1894,▁apresent,Apr
1895,▁maybe,May
1896,▁Maybe,May
1897,▁mayor,May
1898,▁Mayor,May
1899,Maybe,May
1900,maybe,May
1901,▁mayoría,May
1902,▁junto,Jun
1903,▁Junior,Jun
1904,junit,Jun
1905,▁junior,Jun
1906,▁Jung,Jun
1907,▁junt,Jun
1908,▁conjunto,Jun
1909,▁Julia,Jul
1910,▁Julius,Jul
1911,▁Jules,Jul
1912,▁Julian,Jul
1913,augh,Aug
1914,aught,Aug
1915,▁daugh,Aug
1916,▁daughter,Aug
1917,▁laugh,Aug
1918,▁caught,Aug
1919,▁inaug,Aug
1920,▁taught,Aug
1921,▁augment,Aug
1922,▁laughed,Aug
1923,▁inaugur,Aug
1924,▁gauge,Aug
1925,caught,Aug
1926,▁Augen,Aug
1927,▁augusti,Aug
1928,▁augusztus,Aug
1929,▁daughters,Aug
1930,▁separ,Sep
1931,▁separate,Sep
1932,▁Joseph,Sep
1933,usepackage,Sep
1934,▁separated,Sep
1935,▁separately,Sep
1936,useppe,Sep
1937,▁Giuseppe,Sep
1938,▁separation,Sep
1939,separ,Sep
1940,▁separator,Sep
1941,▁doctor,Oct
1942,▁Doctor,Oct
1943,DOCTYPE,Oct
1944,▁doctrine,Oct
1945,▁novel,Nov
1946,▁Nova,Nov
1947,▁innov,Nov
1948,▁renov,Nov
1949,▁Hannover,Nov
1950,▁nova,Nov
1951,▁decl,Dec
1952,▁decla,Dec
1953,▁declar,Dec
1954,▁declared,Dec
1955,▁decided,Dec
1956,▁decre,Dec
1957,▁declare,Dec
1958,▁decor,Dec
1959,▁decision,Dec
1960,▁decide,Dec
1961,▁declaration,Dec
1962,decode,Dec
1963,deck,Dec
1964,▁decom,Dec
1965,▁decid,Dec
1966,decor,Dec
1967,▁deck,Dec
1968,▁decay,Dec
1969,▁decode,Dec
1970,▁decis,Dec
1971,▁dece,Dec
1972,▁decrease,Dec
1973,▁declaring,Dec
1974,▁médec,Dec
1975,▁decomposition,Dec
1976,▁DECLARE,Dec
1977,▁decent,Dec
1978,▁decir,Dec
1979,decl,Dec
1980,▁declarations,Dec
1981,▁Commons,Mon
1982,▁common,Mon
1983,▁month,Mon
1984,▁among,Mon
1985,▁Mont,Mon
1986,▁money,Mon
1987,▁months,Mon
1988,▁mond,Mon
1989,▁mont,Mon
1990,▁demon,Mon
1991,mond,Mon
1992,▁demonstr,Mon
1993,▁monde,Mon
1994,common,Mon
1995,emon,Mon
1996,month,Mon
1997,▁Monte,Mon
1998,▁Simon,Mon
1999,▁monitor,Mon
2000,▁Mond,Mon
2001,▁Common,Mon
2002,▁homonymes,Mon
2003,▁monument,Mon
2004,Month,Mon
2005,mont,Mon
2006,▁mondiale,Mon
2007,▁commonly,Mon
2008,▁Among,Mon
2009,omon,Mon
2010,▁Mongo,Mon
2011,▁mondo,Mon
2012,Common,Mon
2013,▁mongo,Mon
2014,imon,Mon
2015,rimonio,Mon
2016,▁monot,Mon
2017,▁Raymond,Mon
2018,▁Mong,Mon
2019,▁demonstrate,Mon
2020,commons,Mon
2021,▁monuments,Mon
2022,▁amongst,Mon
2023,mongodb,Mon
2024,▁mongodb,Mon
2025,▁Month,Mon
2026,▁Monument,Mon
2027,▁monaster,Mon
2028,Mont,Mon
2029,▁monarch,Mon
2030,▁ceremony,Mon
2031,▁Montreal,Mon
2032,▁Commonwealth,Mon
2033,▁Monsieur,Mon
2034,▁demonstrated,Mon
2035,▁Richmond,Mon
2036,▁MongoDB,Mon
2037,▁Montr,Mon
2038,▁monitoring,Mon
2039,▁Monde,Mon
2040,▁virtuel,Tue
2041,▁statue,Tue
2042,▁virtue,Tue
2043,▁followed,Wed
2044,▁allowed,Wed
2045,▁showed,Wed
2046,wedge,Wed
2047,owed,Wed
2048,▁Swedish,Wed
2049,▁Sweden,Wed
2050,allowed,Wed
2051,▁viewed,Wed
2052,ithub,Thu
2053,github,Thu
2054,thur,Thu
2055,▁Arthur,Thu
2056,▁github,Thu
2057,▁enthus,Thu
2058,▁GitHub,Thu
2059,▁thumb,Thu
2060,▁friend,Fri
2061,▁Fried,Fri
2062,▁friends,Fri
2063,▁Friedrich,Fri
2064,▁Africa,Fri
2065,▁African,Fri
2066,fried,Fri
2067,friend,Fri
2068,frica,Fri
2069,▁friendly,Fri
2070,▁Friend,Fri
2071,frika,Fri
2072,▁fright,Fri
2073,▁Fritz,Fri
2074,▁Frid,Fri
2075,frique,Fri
2076,▁friendship,Fri
2077,isation,Sat
2078,▁satisf,Sat
2079,▁conversation,Sat
2080,▁satisfy,Sat
2081,▁satisfied,Sat
2082,▁satisfies,Sat
2083,organisation,Sat
2084,▁Einsatz,Sat
2085,▁satisfying,Sat
2086,isat,Sat
2087,▁organisation,Sat
2088,▁Organisation,Sat
2089,▁satisfaction,Sat
2090,▁satellite,Sat
2091,▁Sund,Sun
2092,▁misunder,Sun
2093,▁sunt,Sun
2094,amsung,Sun
